ID,date,warehouse_ID,Latitude,Longitude,Product_Type,year,month,is_weekend,is_warehouse_closed,daily_dispatch_count,weekly_dispatch_count,week,state,county,state_cases,state_deaths,county_cases,county_deaths,day_of_week,days_since_warehouse_started,state_abbr,is_holiday,statewise_population,statewise_land_area_per_sqmile,statewise_population_per_sqmile,statewise_geographic_region,geographic_region_division,statewise_median_age,statewise_median_household_income,total_count,yearly_count,monthly_count,weekly_count
0x271b,2017-01-12,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,1,No,No,5.3,21.4,2,connecticut,hartford,0,0.0,0,0.0,3,11.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,11,11,11,3
0x33f1,2017-01-12,WH_0x3ea,38.749077,-105.18306,Type_A,2017,1,No,No,8.1,28.700000000000003,2,colorado,teller,0,0.0,0,0.0,3,11.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,11,11,11,3
0x271c,2017-01-13,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,1,No,No,5.8,27.200000000000003,2,connecticut,hartford,0,0.0,0,0.0,4,12.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,12,12,12,4
0x33f2,2017-01-13,WH_0x3ea,38.749077,-105.18306,Type_A,2017,1,No,No,8.1,36.8,2,colorado,teller,0,0.0,0,0.0,4,12.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,12,12,12,4
0x271d,2017-01-14,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,1,Yes,No,5.7,32.900000000000006,2,connecticut,hartford,0,0.0,0,0.0,5,13.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,13,13,13,5
0x33f3,2017-01-14,WH_0x3ea,38.749077,-105.18306,Type_A,2017,1,Yes,No,6.2,43.00000000000001,2,colorado,teller,0,0.0,0,0.0,5,13.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,13,13,13,5
0x271e,2017-01-15,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,1,Yes,No,4.6,37.50000000000001,2,connecticut,hartford,0,0.0,0,0.0,6,14.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,14,14,14,6
0x33f4,2017-01-15,WH_0x3ea,38.749077,-105.18306,Type_A,2017,1,Yes,No,6.7,49.70000000000001,2,colorado,teller,0,0.0,0,0.0,6,14.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,14,14,14,6
0x271f,2017-01-16,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,1,No,No,5.4,5.4,3,connecticut,hartford,0,0.0,0,0.0,0,15.0,CT,1,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,15,15,15,0
0x33f5,2017-01-16,WH_0x3ea,38.749077,-105.18306,Type_A,2017,1,No,No,7.2,7.2,3,colorado,teller,0,0.0,0,0.0,0,15.0,CO,1,5812069,103642,56.07831767044249,mountain,west,37.3,41053,15,15,15,0
0x2720,2017-01-17,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,1,No,No,5.2,10.6,3,connecticut,hartford,0,0.0,0,0.0,1,16.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,16,16,16,1
0x33f6,2017-01-17,WH_0x3ea,38.749077,-105.18306,Type_A,2017,1,No,No,7.2,14.4,3,colorado,teller,0,0.0,0,0.0,1,16.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,16,16,16,1
0x2721,2017-01-18,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,1,No,No,5.1,15.7,3,connecticut,hartford,0,0.0,0,0.0,2,17.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,17,17,17,2
0x33f7,2017-01-18,WH_0x3ea,38.749077,-105.18306,Type_A,2017,1,No,No,7.6,22.0,3,colorado,teller,0,0.0,0,0.0,2,17.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,17,17,17,2
0x2722,2017-01-19,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,1,No,No,5.1,20.8,3,connecticut,hartford,0,0.0,0,0.0,3,18.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,18,18,18,3
0x33f8,2017-01-19,WH_0x3ea,38.749077,-105.18306,Type_A,2017,1,No,No,7.6,29.6,3,colorado,teller,0,0.0,0,0.0,3,18.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,18,18,18,3
0x2723,2017-01-20,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,1,No,No,5.7,26.5,3,connecticut,hartford,0,0.0,0,0.0,4,19.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,19,19,19,4
0x33f9,2017-01-20,WH_0x3ea,38.749077,-105.18306,Type_A,2017,1,No,No,6.5,36.1,3,colorado,teller,0,0.0,0,0.0,4,19.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,19,19,19,4
0x2724,2017-01-21,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,1,Yes,No,4.1,30.6,3,connecticut,hartford,0,0.0,0,0.0,5,20.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,20,20,20,5
0x33fa,2017-01-21,WH_0x3ea,38.749077,-105.18306,Type_A,2017,1,Yes,No,5.9,42.0,3,colorado,teller,0,0.0,0,0.0,5,20.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,20,20,20,5
0x2725,2017-01-22,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,1,Yes,No,4.4,35.0,3,connecticut,hartford,0,0.0,0,0.0,6,21.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,21,21,21,6
0x33fb,2017-01-22,WH_0x3ea,38.749077,-105.18306,Type_A,2017,1,Yes,No,6.3,48.3,3,colorado,teller,0,0.0,0,0.0,6,21.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,21,21,21,6
0x2726,2017-01-23,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,1,No,No,5.0,5.0,4,connecticut,hartford,0,0.0,0,0.0,0,22.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,22,22,22,0
0x33fc,2017-01-23,WH_0x3ea,38.749077,-105.18306,Type_A,2017,1,No,No,7.3,7.3,4,colorado,teller,0,0.0,0,0.0,0,22.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,22,22,22,0
0x2727,2017-01-24,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,1,No,No,5.6,10.6,4,connecticut,hartford,0,0.0,0,0.0,1,23.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,23,23,23,1
0x33fd,2017-01-24,WH_0x3ea,38.749077,-105.18306,Type_A,2017,1,No,No,7.6,14.9,4,colorado,teller,0,0.0,0,0.0,1,23.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,23,23,23,1
0x2728,2017-01-25,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,1,No,No,6.2,16.8,4,connecticut,hartford,0,0.0,0,0.0,2,24.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,24,24,24,2
0x33fe,2017-01-25,WH_0x3ea,38.749077,-105.18306,Type_A,2017,1,No,No,7.3,22.2,4,colorado,teller,0,0.0,0,0.0,2,24.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,24,24,24,2
0x2729,2017-01-26,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,1,No,No,5.2,22.0,4,connecticut,hartford,0,0.0,0,0.0,3,25.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,25,25,25,3
0x33ff,2017-01-26,WH_0x3ea,38.749077,-105.18306,Type_A,2017,1,No,No,7.9,30.1,4,colorado,teller,0,0.0,0,0.0,3,25.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,25,25,25,3
0x272a,2017-01-27,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,1,No,No,6.3,28.3,4,connecticut,hartford,0,0.0,0,0.0,4,26.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,26,26,26,4
0x3400,2017-01-27,WH_0x3ea,38.749077,-105.18306,Type_A,2017,1,No,No,8.5,38.6,4,colorado,teller,0,0.0,0,0.0,4,26.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,26,26,26,4
0x272b,2017-01-28,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,1,Yes,No,4.2,32.5,4,connecticut,hartford,0,0.0,0,0.0,5,27.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,27,27,27,5
0x3401,2017-01-28,WH_0x3ea,38.749077,-105.18306,Type_A,2017,1,Yes,No,5.9,44.5,4,colorado,teller,0,0.0,0,0.0,5,27.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,27,27,27,5
0x272c,2017-01-29,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,1,Yes,No,5.4,37.9,4,connecticut,hartford,0,0.0,0,0.0,6,28.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,28,28,28,6
0x3402,2017-01-29,WH_0x3ea,38.749077,-105.18306,Type_A,2017,1,Yes,No,7.5,52.0,4,colorado,teller,0,0.0,0,0.0,6,28.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,28,28,28,6
0x272d,2017-01-30,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,1,No,No,4.8,4.8,5,connecticut,hartford,0,0.0,0,0.0,0,29.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,29,29,29,0
0x3403,2017-01-30,WH_0x3ea,38.749077,-105.18306,Type_A,2017,1,No,No,6.4,6.4,5,colorado,teller,0,0.0,0,0.0,0,29.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,29,29,29,0
0x272e,2017-01-31,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,1,No,No,5.6,10.4,5,connecticut,hartford,0,0.0,0,0.0,1,30.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,30,30,30,1
0x3404,2017-01-31,WH_0x3ea,38.749077,-105.18306,Type_A,2017,1,No,No,6.2,12.6,5,colorado,teller,0,0.0,0,0.0,1,30.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,30,30,30,1
0x272f,2017-02-01,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,2,No,No,6.4,16.799999999999997,5,connecticut,hartford,0,0.0,0,0.0,2,31.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,31,31,0,0
0x3405,2017-02-01,WH_0x3ea,38.749077,-105.18306,Type_A,2017,2,No,No,8.6,21.200000000000003,5,colorado,teller,0,0.0,0,0.0,2,31.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,31,31,0,0
0x2730,2017-02-02,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,2,No,No,5.1,21.9,5,connecticut,hartford,0,0.0,0,0.0,3,32.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,32,32,1,1
0x3406,2017-02-02,WH_0x3ea,38.749077,-105.18306,Type_A,2017,2,No,No,8.4,29.6,5,colorado,teller,0,0.0,0,0.0,3,32.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,32,32,1,1
0x2731,2017-02-03,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,2,No,No,5.5,27.4,5,connecticut,hartford,0,0.0,0,0.0,4,33.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,33,33,2,2
0x3407,2017-02-03,WH_0x3ea,38.749077,-105.18306,Type_A,2017,2,No,No,7.5,37.1,5,colorado,teller,0,0.0,0,0.0,4,33.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,33,33,2,2
0x2732,2017-02-04,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,2,Yes,No,5.7,33.1,5,connecticut,hartford,0,0.0,0,0.0,5,34.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,34,34,3,3
0x3408,2017-02-04,WH_0x3ea,38.749077,-105.18306,Type_A,2017,2,Yes,No,5.0,42.1,5,colorado,teller,0,0.0,0,0.0,5,34.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,34,34,3,3
0x2733,2017-02-05,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,2,Yes,No,4.1,37.2,5,connecticut,hartford,0,0.0,0,0.0,6,35.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,35,35,4,4
0x3409,2017-02-05,WH_0x3ea,38.749077,-105.18306,Type_A,2017,2,Yes,No,6.8,48.9,5,colorado,teller,0,0.0,0,0.0,6,35.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,35,35,4,4
0x2734,2017-02-06,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,2,No,No,6.2,6.2,6,connecticut,hartford,0,0.0,0,0.0,0,36.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,36,36,5,0
0x340a,2017-02-06,WH_0x3ea,38.749077,-105.18306,Type_A,2017,2,No,No,5.5,5.5,6,colorado,teller,0,0.0,0,0.0,0,36.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,36,36,5,0
0x2735,2017-02-07,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,2,No,No,6.7,12.9,6,connecticut,hartford,0,0.0,0,0.0,1,37.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,37,37,6,1
0x340b,2017-02-07,WH_0x3ea,38.749077,-105.18306,Type_A,2017,2,No,No,8.1,13.6,6,colorado,teller,0,0.0,0,0.0,1,37.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,37,37,6,1
0x2736,2017-02-08,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,2,No,No,5.2,18.1,6,connecticut,hartford,0,0.0,0,0.0,2,38.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,38,38,7,2
0x340c,2017-02-08,WH_0x3ea,38.749077,-105.18306,Type_A,2017,2,No,No,7.3,20.9,6,colorado,teller,0,0.0,0,0.0,2,38.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,38,38,7,2
0x2737,2017-02-09,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,2,No,No,6.6,24.700000000000003,6,connecticut,hartford,0,0.0,0,0.0,3,39.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,39,39,8,3
0x340d,2017-02-09,WH_0x3ea,38.749077,-105.18306,Type_A,2017,2,No,No,8.1,29.0,6,colorado,teller,0,0.0,0,0.0,3,39.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,39,39,8,3
0x2738,2017-02-10,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,2,No,No,5.5,30.200000000000003,6,connecticut,hartford,0,0.0,0,0.0,4,40.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,40,40,9,4
0x340e,2017-02-10,WH_0x3ea,38.749077,-105.18306,Type_A,2017,2,No,No,7.5,36.5,6,colorado,teller,0,0.0,0,0.0,4,40.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,40,40,9,4
0x2739,2017-02-11,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,2,Yes,No,4.1,34.300000000000004,6,connecticut,hartford,0,0.0,0,0.0,5,41.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,41,41,10,5
0x340f,2017-02-11,WH_0x3ea,38.749077,-105.18306,Type_A,2017,2,Yes,No,6.0,42.5,6,colorado,teller,0,0.0,0,0.0,5,41.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,41,41,10,5
0x273a,2017-02-12,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,2,Yes,No,5.4,39.7,6,connecticut,hartford,0,0.0,0,0.0,6,42.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,42,42,11,6
0x3410,2017-02-12,WH_0x3ea,38.749077,-105.18306,Type_A,2017,2,Yes,No,6.7,49.2,6,colorado,teller,0,0.0,0,0.0,6,42.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,42,42,11,6
0x273b,2017-02-13,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,2,No,No,6.1,6.1,7,connecticut,hartford,0,0.0,0,0.0,0,43.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,43,43,12,0
0x3411,2017-02-13,WH_0x3ea,38.749077,-105.18306,Type_A,2017,2,No,No,6.9,6.9,7,colorado,teller,0,0.0,0,0.0,0,43.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,43,43,12,0
0x273c,2017-02-14,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,2,No,No,5.0,11.1,7,connecticut,hartford,0,0.0,0,0.0,1,44.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,44,44,13,1
0x3412,2017-02-14,WH_0x3ea,38.749077,-105.18306,Type_A,2017,2,No,No,7.5,14.4,7,colorado,teller,0,0.0,0,0.0,1,44.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,44,44,13,1
0x273d,2017-02-15,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,2,No,No,6.5,17.6,7,connecticut,hartford,0,0.0,0,0.0,2,45.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,45,45,14,2
0x3413,2017-02-15,WH_0x3ea,38.749077,-105.18306,Type_A,2017,2,No,No,8.9,23.3,7,colorado,teller,0,0.0,0,0.0,2,45.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,45,45,14,2
0x273e,2017-02-16,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,2,No,No,5.3,22.9,7,connecticut,hartford,0,0.0,0,0.0,3,46.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,46,46,15,3
0x3414,2017-02-16,WH_0x3ea,38.749077,-105.18306,Type_A,2017,2,No,No,9.0,32.3,7,colorado,teller,0,0.0,0,0.0,3,46.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,46,46,15,3
0x273f,2017-02-17,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,2,No,No,5.9,28.800000000000004,7,connecticut,hartford,0,0.0,0,0.0,4,47.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,47,47,16,4
0x3415,2017-02-17,WH_0x3ea,38.749077,-105.18306,Type_A,2017,2,No,No,8.4,40.7,7,colorado,teller,0,0.0,0,0.0,4,47.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,47,47,16,4
0x2740,2017-02-18,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,2,Yes,No,5.1,33.900000000000006,7,connecticut,hartford,0,0.0,0,0.0,5,48.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,48,48,17,5
0x3416,2017-02-18,WH_0x3ea,38.749077,-105.18306,Type_A,2017,2,Yes,No,6.6,47.3,7,colorado,teller,0,0.0,0,0.0,5,48.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,48,48,17,5
0x2741,2017-02-19,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,2,Yes,No,5.9,39.8,7,connecticut,hartford,0,0.0,0,0.0,6,49.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,49,49,18,6
0x3417,2017-02-19,WH_0x3ea,38.749077,-105.18306,Type_A,2017,2,Yes,No,7.5,54.8,7,colorado,teller,0,0.0,0,0.0,6,49.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,49,49,18,6
0x2742,2017-02-20,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,2,No,No,4.8,4.8,8,connecticut,hartford,0,0.0,0,0.0,0,50.0,CT,1,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,50,50,19,0
0x3418,2017-02-20,WH_0x3ea,38.749077,-105.18306,Type_A,2017,2,No,No,6.5,6.5,8,colorado,teller,0,0.0,0,0.0,0,50.0,CO,1,5812069,103642,56.07831767044249,mountain,west,37.3,41053,50,50,19,0
0x2743,2017-02-21,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,2,No,No,5.3,10.1,8,connecticut,hartford,0,0.0,0,0.0,1,51.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,51,51,20,1
0x3419,2017-02-21,WH_0x3ea,38.749077,-105.18306,Type_A,2017,2,No,No,6.3,12.8,8,colorado,teller,0,0.0,0,0.0,1,51.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,51,51,20,1
0x2744,2017-02-22,WH_0x3e9,41.681471,-72.79474599999999,Type_A,2017,2,No,No,6.2,16.3,8,connecticut,hartford,0,0.0,0,0.0,2,52.0,CT,0,3605944,4842,744.7220156959934,new_england,north_east,41.2,78833,52,52,21,2
0x341a,2017-02-22,WH_0x3ea,38.749077,-105.18306,Type_A,2017,2,No,No,8.0,20.8,8,colorado,teller,0,0.0,0,0.0,2,52.0,CO,0,5812069,103642,56.07831767044249,mountain,west,37.3,41053,52,52,21,2
